,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127
miRNA_333,0.12066449,-0.52524567,0.103229724,-0.1566334,0.047345042,-0.088795744,-0.15141991,-0.27777556,0.20635876,0.40449983,0.08433775,-0.36510473,0.07536362,-0.20292388,-0.06959577,0.3022128,-0.7622268,-0.16839373,0.06276945,-0.36614704,0.1445868,-0.19818856,0.097268835,-0.26270342,-0.064875804,0.12267432,-0.3603079,0.08394267,0.49393308,0.4461233,0.108523734,-0.20019706,0.3847233,-0.1437397,-0.14338315,0.06449837,0.0037219608,-0.24105793,-0.16520889,-0.013534135,-0.05847595,-0.10532373,-0.12776296,0.069270186,0.09694502,0.2630166,-0.25952187,0.04160539,-0.23077363,0.10183134,-0.02976717,0.186731,-0.14226887,0.033165067,-0.09313186,-0.22319862,0.02232109,0.046358764,-0.0020061142,0.24057457,-0.17150173,-0.017659869,0.1951053,-0.26277035,0.055259082,-0.1074052,0.12082987,-0.14038955,0.21815176,-0.10422079,0.17335844,0.23546495,-0.018433325,-0.0061358125,0.20215009,-0.1656553,-0.055886585,-0.04030832,-0.21785939,-0.12793782,0.15283765,0.22850856,0.13605367,0.13202871,0.046583887,0.013519827,-0.3204657,-0.28852296,0.11699001,0.29378867,-0.07280258,-0.17543378,-0.31217504,-0.030294046,-0.16279724,0.11837017,-0.12405394,0.10048343,0.10506446,0.0015211464,0.05117826,0.22189964,-0.16269869,-0.25745815,0.10484551,-0.0071291933,-0.09393659,-0.1788692,0.44693223,0.10405607,-0.10164433,0.09154232,-0.4719679,0.32093868,0.18966845,-0.22345497,-0.07440723,-0.18446028,0.2586348,0.3758576,0.10954974,-0.26016504,-0.017557828,-0.028756741,-0.07949043,0.045828443,0.07605242,0.10199044
miRNA_334,-0.10800084,-0.3876502,0.5260411,-0.1871526,0.072076365,-0.19937503,-0.14136836,-0.022581778,-0.08531214,0.15140827,0.15978268,0.13717653,-0.23092474,-0.058494233,0.3503175,0.011252474,-0.09191578,-0.1647995,-0.14648332,0.22040567,0.2033335,-0.014433771,0.14807601,-0.0012540519,-0.069253206,0.26531494,0.13009165,-0.018143494,-0.27960074,0.08081673,-0.16054374,0.33043933,0.14741087,-0.046897408,-0.24963838,0.1759706,0.012414587,0.17502974,0.23238575,-0.4687922,-0.007726519,0.15522651,-0.11869525,-0.047110982,0.16510719,0.10406936,-0.29173565,-0.18268529,-0.21255586,0.007857187,0.12968625,0.35520104,-0.22097789,-0.061250743,0.31506285,0.07803002,0.07904744,-0.30524072,-0.28404284,0.29169482,-0.20444478,-0.18637265,0.022780454,0.06414258,-0.0518981,0.16611658,0.15126932,-0.127092,0.33060166,0.26181632,-0.015058224,-0.28766748,-0.18061411,-0.019115336,0.0893068,-0.4124593,-0.058039892,0.103013664,-0.13895048,0.3245514,-0.20733407,0.44233954,-0.09275489,0.45378032,0.037595265,0.26255473,0.019777592,-0.30140147,0.0990947,0.48803243,-0.42092666,-0.13588074,-0.01249776,0.33159503,-0.11173898,0.06231428,-0.2242084,0.09347431,0.29536772,-0.1883236,0.042462446,-0.081050076,0.24179524,0.09360957,-0.0005889865,0.2689533,-0.022351863,-0.122190304,-0.10854322,-0.08921503,-0.25998816,0.14918977,0.16610292,-0.29988778,-0.025750373,-0.36353317,-0.47302827,0.13753912,0.3743745,-0.03785269,-0.087747335,0.12736368,-0.1594746,0.29270017,-0.51120424,0.25366253,-0.06637132,-0.023546167
miRNA_335,-0.05082195,0.3113942,0.066506125,-0.033235807,0.02676511,-0.3825079,0.32499486,-0.16526073,0.83976084,0.13047464,-0.18890694,-0.017930867,0.08723356,-0.08639642,-0.089220464,0.2521156,-0.33178133,0.2868094,-0.5062296,0.18893439,-0.0020951382,0.07418047,0.06196582,-0.23660903,0.11503216,-0.18006538,0.06367113,-0.09817932,0.18058741,0.34820437,0.06753269,0.021851925,-0.05721406,-0.158561,0.41544825,0.48883256,0.21064606,0.26586625,0.46375942,-0.22734453,-0.086990125,0.14566906,0.011844609,-0.14310524,0.76514935,-0.19032337,-0.07824909,-0.043191057,0.19745687,0.021198222,-0.10806554,0.03146385,0.21287617,-0.31504786,-0.07910851,-0.11628784,0.24492155,-0.0452269,0.10615659,-0.32299784,-0.5321319,-0.35344502,0.026550302,-0.0057068523,0.18757689,0.6013225,-0.24789153,-0.19983202,-0.14042324,-0.4346095,-0.565746,-0.00021224305,-0.38641015,-0.3418585,-0.27921394,0.24274054,0.06122264,0.16139306,0.105234325,0.08863206,-0.38270319,0.22578302,0.5940168,0.52563655,0.09949111,-0.27992335,0.024983099,0.03770082,0.2159801,0.12660658,0.38399547,0.023805574,-0.14399327,-0.2456721,-0.58128506,-0.21593475,0.06284874,0.024402581,-0.44595236,0.21845464,-0.19576469,0.039641097,-0.056846894,0.6635474,0.02132701,0.2001222,-0.2596661,-0.3446484,0.016490953,-0.10930911,-0.09800601,-0.21208635,-0.2553257,-0.38170284,-0.023672657,-0.40267968,0.08259613,0.086940095,-0.29271683,-0.20092763,0.41826358,-0.14966097,-0.08951075,-0.06354062,0.06666015,0.1680296,-0.14803186,0.31595978
miRNA_336,0.08957471,0.24865903,-0.1945233,-0.7523411,-0.33587867,-0.06288947,0.091599055,-0.33261397,-0.3704806,0.7614111,0.080484,-0.04672689,-0.19002792,-0.34015602,-0.53090656,0.24082199,0.395961,-0.26120567,0.018670112,0.29088414,-0.20320986,0.2413361,-0.306514,-0.46753243,-0.3885164,0.10856086,-0.14258336,-0.015446188,-0.4488305,0.56147873,-0.3381661,-0.1415492,0.014030999,0.034385547,-0.07428206,0.36519843,0.43601274,-0.092732824,-0.30923614,-0.15508667,-0.36403263,0.01353605,-0.3096332,-0.2508839,0.067165636,-0.187652,-0.037015557,-0.4046201,-0.39748964,-0.036890734,-0.23905039,0.13605057,0.3373741,-0.0012662519,0.6237078,0.07652523,-0.030421084,0.17916824,0.39511117,0.1270687,-0.21983853,-0.28590697,0.19276632,-0.28575748,0.502908,0.28618807,0.51478195,-0.02587413,0.465052,-0.30564716,0.4803588,-0.015336517,0.6704779,-0.25640944,0.21246363,-0.14062303,-0.45109162,-0.019601457,-0.030012414,-0.25763255,-0.28086767,0.29393947,-0.20226255,-0.03591534,0.41244164,0.23820299,0.4545933,-0.26158023,-0.21157293,-0.11727372,-0.3274494,0.15107438,0.031336006,-0.05173387,-0.54299223,0.4377995,0.0068459935,-0.01962956,0.08316916,-0.40633655,-0.20236807,0.16398911,0.17722295,-0.07231466,0.05719801,-0.36659133,-0.5164062,-0.25061762,-0.29892448,-0.1452982,0.0020411087,-0.3011294,-0.6031736,-0.11471823,0.16095144,-0.5957824,0.10891066,0.05651497,-0.5697302,0.31593123,-0.20119557,-0.3629081,-0.1842184,-0.18307573,0.11304094,0.06844223,0.1725512,0.16520339
miRNA_337,0.02803612,-0.041709278,0.02328643,0.13691172,0.02500478,-0.24796021,0.20786393,0.01574629,-0.16589226,-0.052038573,-0.026683055,-0.30212086,-0.17881761,0.16525342,0.093206935,0.06471277,0.06309218,-0.11604017,-0.15795468,0.061863687,-0.15581611,0.2626261,0.07194135,0.30924144,0.061570566,-0.011735278,0.0005528062,-0.2587164,-0.23945105,0.5201148,-0.38396776,-0.13313085,0.10563826,-0.44112167,-0.033115093,-0.100300126,0.33423838,0.20155285,0.020556353,-0.30193186,-0.2234441,-0.09138811,-0.011824765,-0.13923131,0.31480443,0.004174107,-0.19683765,0.04796815,0.0068412307,0.017156018,0.11649846,0.24598058,0.1975692,0.11034144,0.18438439,0.058988567,0.060622666,-0.37581164,-0.4227199,0.007898207,-0.35825428,-0.03920158,-0.016827632,-0.19462237,-0.0030448616,0.051275752,-0.18030262,0.22521773,0.2212604,-0.14292155,0.00041725178,0.4297508,0.33255872,-0.3923166,0.46376717,-0.07365702,0.22326548,0.030187327,0.23371178,-0.06257721,-0.041501272,-0.19049852,0.17159727,-0.024082959,0.073541805,0.17058782,0.018547429,0.11457795,-0.35555252,-0.029906262,-0.18499723,0.17521475,-0.3151779,-0.12972608,0.14637034,-0.1808346,0.05924469,-0.17592122,0.15739353,0.34301084,-0.30641773,0.32388923,0.2970289,0.083978355,0.11982324,0.10643998,-0.09660588,0.12323233,-0.180082,0.08272747,-0.24244605,-0.2825766,-0.2840382,-0.02325931,0.23465574,-0.1365142,-0.22969688,0.21184531,-0.20758583,0.31575528,0.17319076,-0.031600263,-0.09410669,-0.18364987,0.20487976,-0.026673824,-0.50815475,0.210546
miRNA_338,0.3550607,-0.17256309,-0.023046546,0.037468698,0.3104915,-0.03907604,0.31904078,0.017014964,0.28834745,0.12664904,0.34369218,-0.0917901,-0.67810553,0.049791396,-0.0076346677,0.3715531,-0.48117408,-0.05993392,-0.2986371,-0.16871181,-0.12593772,-0.25848565,0.14598425,0.05198637,-0.21063977,-0.21955043,-0.07947318,-0.06639352,0.31802502,-0.19635105,-0.36878252,-0.056591,0.28493026,0.035748824,0.084283054,0.14071697,0.31533137,-0.09042673,-0.31414708,-0.19010094,-0.09012349,0.16072863,-0.30267218,-0.08422234,0.16995892,0.0620727,0.058145694,-0.19309756,-0.23253034,-0.10436232,0.074235454,0.12391639,0.022651257,0.3319898,0.131089,-0.24981011,0.08552732,-0.16713883,-0.014939162,0.0133425025,-0.0741477,0.33994558,0.18855025,0.085317686,-0.26171386,-0.12102879,0.33562228,0.104735956,-0.26027045,0.008885007,-0.1554117,-0.17094764,0.18050502,-0.1096461,0.024496265,-0.13413015,-0.28989062,0.4333786,-0.087842345,-0.32576686,0.113687456,0.15499806,-0.07747028,0.30024478,0.047780115,0.2212431,-0.03620444,-0.1504013,-0.033385053,0.353042,0.054897048,0.018506417,-0.26037842,0.059692893,-0.035393752,-0.21859695,0.29081053,-0.44520816,-0.005249003,0.13547193,0.047174923,-0.116397105,-0.11649674,-0.04029415,0.126772,-0.4178976,-0.20346892,-0.19003874,-0.11531256,-0.2834135,0.270972,0.1461645,0.08374545,0.11130228,0.40082514,-0.1660306,0.055140346,0.2908255,-0.27396172,-0.17972817,-0.34002864,-0.07543778,-0.06990527,-0.23738748,-0.200685,-0.22305407,-0.1496897,0.23168044
miRNA_339,-0.06011452,-0.2954233,-0.16173762,0.11549607,0.14646325,0.24047168,0.42929518,0.26645327,0.30583137,-0.39217702,-0.010711197,0.30744043,-0.39149967,0.04666485,0.015414937,0.31215754,0.12802577,-0.021315528,-0.092921145,0.17070504,0.015635712,0.063157685,0.27802834,0.018857379,-0.14779471,0.1153419,0.024373844,-0.09449297,0.12833506,-0.15310349,0.022358282,-0.020203419,-0.05236792,-0.10941826,0.042374413,0.31651446,0.17549273,0.1917797,-0.07154926,0.050375324,0.089256436,0.09970944,-0.16622007,-0.05741683,0.2269863,-0.039541967,-0.2204477,0.35081837,-0.12897716,0.21956079,0.13560608,0.28014654,-0.22323808,0.29044583,0.32023054,0.087215014,-0.16933426,-0.2646575,-0.15032035,-0.044539977,0.2184806,0.17451581,-0.18798907,0.12289607,0.62490773,0.39893094,-0.021171965,0.14752218,-0.3160046,-0.31799087,-0.28529304,-0.25299594,0.15089644,-0.21997556,0.49813086,-0.30131754,0.20510611,0.14188826,-0.4530578,-0.35398272,0.03423682,-0.02143265,0.08242849,-0.05948781,-0.06630046,0.06886606,0.45652997,-0.08205641,0.49764776,-0.015023972,-0.32480758,-0.0849671,-0.32587585,-0.066598736,0.09667729,-0.022569189,0.019648395,-0.3925981,-0.11967463,-0.19130917,0.06139966,-0.1323647,-0.05520627,0.0184289,0.06924465,0.1234093,-0.2975438,-0.039141655,0.07459933,0.4306404,-0.0689228,-0.09294201,0.18846686,-0.07974683,0.015965434,0.36306643,0.26137012,0.2380463,0.0076031946,0.1181238,-0.26956904,-0.07577698,0.24410738,0.29332277,-0.29165497,-0.22345933,-0.10707568,-0.17535438
miRNA_340,0.13095285,0.09923234,0.10192349,-0.011216399,0.100057155,0.23831972,-0.052400205,-0.34914073,0.029360443,0.032769494,0.420103,-0.15750179,0.14155534,0.06583894,-0.4136304,-0.07330843,-0.25344762,0.0018522242,-0.2978673,0.17071244,-0.1937015,0.017757526,0.22152852,-0.026455393,0.006704222,0.51863205,0.14155537,-0.10737033,-0.116851166,-0.16265479,-0.41747436,0.13546036,-0.040053904,-0.106919184,-0.3634496,0.10273222,0.121,0.30138078,0.10396355,0.21320942,-0.036028627,-0.24882348,0.019997945,0.36223096,-0.15898694,0.052302346,0.05854283,0.30700162,-0.05323337,0.19221681,0.20154107,-0.048226744,0.06663992,0.52149147,0.38716978,-0.101921946,0.27133977,-0.10285328,0.0020585642,0.2994455,0.24959294,-0.1398152,-0.07327097,0.19498323,-0.0039462443,-0.13301115,-0.044193987,-0.046320226,0.13306956,-0.50926566,-0.21101357,-0.1415456,-0.13385963,-0.20482513,0.09959633,0.1339957,0.43103912,-0.09479698,0.011093714,-0.3236263,-0.05107723,-0.18090457,0.02620465,0.028781401,-0.012053612,-0.044043526,0.11533029,-0.16325329,-0.115134254,0.37956166,0.19771442,-0.07551528,-0.5972138,0.08040747,-0.54019576,0.12411983,0.12800615,-0.21350648,-0.22114374,-0.15364534,-0.08808066,0.16159186,0.029229581,-0.18656258,-0.16741168,0.24380864,-0.2932909,0.13421069,0.40161508,0.0032153868,0.0048431717,-0.20408462,0.15751782,-0.53777957,0.24052146,0.3765946,-0.12944134,0.60529274,0.05760508,0.13172454,0.34124786,0.05593039,-0.42536616,0.092091694,0.08881758,-0.11607694,0.044130433,-0.44601467
miRNA_341,0.06893488,0.2296161,-0.13574487,0.28450978,0.006462079,-0.28148597,0.32169595,-0.27246824,0.09532451,0.5989689,0.39150617,-0.24562314,-0.14887138,-0.032981653,0.13383539,-0.3437031,0.07030148,0.15172401,-0.22569266,-0.049303126,-0.09238063,0.036356803,-0.14882971,-0.5013011,-0.042488888,-0.045111585,0.2390636,-0.039783318,0.04819967,-0.5346501,-0.18501297,-0.0010939714,0.17505948,-0.24087708,-0.02760464,0.15159665,0.35362056,0.22060767,-0.22280985,0.26737326,0.20212723,0.14026608,-0.08490338,0.14408508,-0.033701237,-0.28321418,0.19244292,-0.18612412,0.2948198,-0.13383041,-0.13517478,0.37700194,0.16992763,0.07731373,0.08978243,0.057476155,0.3453132,0.13612625,-0.27584302,-0.31803855,-0.27584487,0.11214284,0.24629793,0.18259501,0.0710196,0.113297835,-0.2575159,-0.21132305,-0.122926936,0.15539834,-0.4154775,-0.103710495,-0.12568247,-0.1662472,0.09926246,0.10341551,0.13151892,0.47306395,-0.36758882,0.19613439,-0.23186466,0.022930657,0.36752844,-0.22984487,0.076030456,0.11493825,-0.20623274,-0.011226089,-0.18905008,-0.08398307,0.12519579,-0.017761374,-0.37157843,0.11470688,-0.071960956,0.4377362,-0.3099635,-0.2796206,0.021610519,-0.29190126,-0.28271133,-0.19295539,0.008996682,-0.29482982,0.29538125,-0.35772526,-0.25657865,-0.21451075,0.22242533,0.080061145,-0.17032146,-0.10616022,0.048586186,-0.18494415,0.46565732,0.20466313,-0.045764938,0.12487233,-0.27344874,0.13384548,-0.23928192,-0.38551208,-0.008292108,-0.05997894,0.07386909,-0.3452807,-0.41113877,-0.02105329
miRNA_342,0.38302568,-0.6036693,-0.053631246,0.06807863,0.22950697,-0.039816156,0.25393572,-0.17103417,-0.04299499,0.040083606,0.18679705,0.20595157,-0.31735522,-0.13903539,0.32307673,0.30311927,0.55795425,-0.08104673,-0.23836347,0.24517071,0.06451143,0.119674735,0.2231172,-0.24797481,-0.20250104,-0.11237156,-0.10382727,0.030521788,0.13933627,-0.2251893,-0.40992355,-0.04018164,-0.016873125,0.12370007,-0.19588956,0.052429855,0.1693827,0.112587534,0.34049332,0.07521822,-0.19035263,0.06351087,0.104951896,0.0060214726,0.36782882,-0.29774314,-0.1756192,-0.024846869,0.17892478,0.36833796,-0.16757843,-0.14815353,-0.02242859,0.22089432,-0.03260118,-0.07416719,0.24069512,-0.20440526,-0.20075154,0.010201757,0.13392635,0.25623298,-0.31235987,0.13035366,0.3096951,0.28170758,0.48006973,0.26023096,-0.03498784,-0.29525703,0.08009756,-0.25129473,0.007819432,-0.37827417,0.16777839,0.014884249,-0.16144387,-0.029631034,-0.13451982,0.03213492,-0.14354984,-0.13904805,0.22107024,0.06450645,0.014758945,-0.004638783,0.1244319,0.18970144,-0.061464023,0.24776925,-0.17344414,0.036296222,-0.29939443,-0.24778245,0.27556956,0.15480405,-0.16148853,0.00532202,0.04106964,-0.18922426,-0.012703906,0.076979965,0.16289923,0.061682764,-0.037065856,0.115379855,-0.23803599,0.06831616,-0.16732116,-0.14554247,-0.17331344,0.17020105,0.14172538,-0.10837329,0.32524213,0.18218096,-0.13862579,0.3772488,0.37764618,-0.14068396,-0.42545292,-0.17852175,-0.12313302,0.21263689,0.013157312,0.026520465,-0.024312584,0.23994426
miRNA_343,0.3945374,-0.41538346,-0.34313402,0.17889918,0.16301422,0.20167771,0.119308405,0.019099263,-0.12670381,0.16922614,0.35640877,0.08733287,-0.43031746,-0.12417326,0.42689595,0.6513188,0.3564177,-0.042558532,-0.3467845,0.29669988,-0.02654334,-0.006834467,0.14965187,-0.2972052,-0.030446876,-0.2855908,0.18339643,-0.049067643,-0.21435863,-0.16157763,-0.28327966,-0.2992736,0.21903597,0.17411695,-0.029250035,0.16961168,0.37126407,0.17820373,0.25881612,0.14793386,-0.22045836,0.05580203,0.11503733,-0.10414049,0.4269315,-0.24025913,-0.068482116,-0.33834544,0.38956797,-0.07494954,-0.26277345,-0.25357667,-0.036192313,0.49926227,-0.12974936,-0.028758138,0.14467219,-0.13588874,-0.1993328,0.058698412,-0.1046875,0.06887847,-0.00953319,0.20201354,0.22338687,0.043396868,0.32004088,0.26320124,0.021317916,-0.086256355,0.08942148,0.06151368,0.19790237,-0.39388093,-0.02005371,0.21858557,-0.2222026,0.052679133,-0.012866364,0.19462061,-0.122020744,-0.28595242,0.13867176,-0.028288327,0.032004286,0.14398015,0.29459393,0.23957276,-0.18427283,0.12000814,0.040080395,0.09213031,-0.13766013,-0.44449326,0.26270872,0.29235202,-0.0701663,-0.22807133,0.13322861,-0.22935566,-0.21804935,0.2040307,0.2763145,0.045448925,-0.09685092,-0.11230347,0.011943023,-0.12916028,-0.08710541,-0.10844967,-0.2203559,0.26324755,0.08672575,-0.01509647,0.25434703,0.013183337,-0.2022129,0.31913653,0.062472813,-0.121653974,-0.36741006,0.05701848,-0.13508353,0.07650947,0.051117912,0.016876446,-0.15246697,0.23513596
miRNA_344,-0.031083595,-0.32685384,-0.0558915,-0.07250456,0.13376907,0.30378163,-0.01244583,-0.073372565,0.22671412,0.059689093,-0.032795124,-0.0054531707,0.4742844,-0.16019164,-0.16334878,0.4613384,0.08510986,0.114374705,-0.46537423,-0.06342927,-0.07501149,0.20672166,-0.21992247,-0.1857205,-0.005764891,0.23753351,0.09688268,0.40535837,-0.26773554,-0.063273564,-0.28683168,0.2093054,0.19138108,0.030667419,-0.03071106,0.015008355,0.12520836,0.037406866,0.2771633,0.06465672,-0.09422643,0.29853982,-0.19677551,0.31460157,-0.01123614,-0.09070379,-0.03421185,0.29305622,-0.29284683,-0.13005932,-0.1207189,0.36399376,-0.21927544,0.16386953,-0.24031329,-0.29492435,0.4973743,0.055995088,-0.19299084,0.24767393,0.028591912,0.46571162,0.13895746,-0.1870574,-0.14414658,-0.20346048,-0.16774747,-0.07688203,0.3557273,-0.20521528,-0.23726301,0.040129147,-0.18563771,-0.20935725,0.25181526,-0.097867414,-0.28808415,-0.07250508,-0.35460812,0.045893174,-0.10907307,-0.24268597,-0.3812111,0.11447729,-0.16831632,0.20992474,-0.10937093,-0.046917755,-0.20332365,-0.0775058,-0.18889831,0.054969195,-0.11049765,-0.16044436,-0.11978238,0.09191294,0.091708004,-0.10232327,0.030219397,-0.016484754,0.2775515,0.3996985,0.26671535,-0.031496454,0.2501182,0.05581824,0.17969367,-0.1300403,0.2878104,0.097895995,0.14966692,0.08799398,-0.34930992,-0.10625704,0.03256482,0.08005827,-0.07633526,0.3962774,-0.16217561,0.40945515,-0.47772548,0.20442343,-0.30495748,-0.30777597,0.050281204,0.35338718,-0.20661688,-0.2486063
miRNA_345,0.09898718,0.06751835,-0.30247995,0.091410324,-0.055056877,-0.336631,-0.24605428,-0.32412377,-0.17784384,0.08368316,0.40875614,-0.2634024,-0.21180542,-0.74697447,0.06989734,0.16899338,0.098117106,0.5404439,-0.13493595,0.47072452,-0.35084942,0.16494688,0.004075503,-0.2998682,-0.08023867,-0.15916248,0.029126944,-0.14905323,-0.11338506,0.15383935,-0.3524111,-0.45409238,-0.050354887,0.06379451,-0.4629838,0.28160125,0.4931033,0.002653014,-0.18204767,0.38629854,-0.5762799,-0.36620954,-0.12845068,-0.20895724,-0.024637258,0.23000741,0.021620853,-0.0029388806,-0.124157585,0.26758292,-0.03597924,-0.15684812,7.5901617e-06,0.2747164,0.57460487,-0.14015651,0.17676966,0.1112269,-0.031524144,0.24884403,0.11408668,0.031561155,-0.09474938,0.051113367,0.07654396,-0.2661227,-0.07685678,0.26806068,0.026243147,0.24983102,-0.19058093,-0.13264062,-0.19287875,-0.06737332,0.21211693,0.19707608,-0.19573468,-0.04192784,0.35017005,0.37498397,-0.20448832,0.35964134,0.15625383,0.4222444,0.19516823,0.21957806,0.18663213,0.09119415,-0.16062619,0.09097006,0.019010488,0.052980334,-0.32926506,0.13608555,-0.3083196,0.50109935,-0.36699665,-0.064956605,0.00947372,-0.010866683,-0.2588938,0.1798193,0.3221535,0.014041628,-0.096159354,-0.17572857,-0.1509501,0.026341554,-0.17700376,-0.07773665,0.21573886,-0.17361525,0.33596647,0.24512959,-0.009772685,0.13160615,0.040627923,0.31024987,-0.13690205,-0.20390108,-0.012638983,-0.35611495,-0.23370129,-0.27627078,0.21989612,-0.05746927,0.088152856,-0.024574134
miRNA_346,0.2032994,-0.07704663,-0.04170526,-0.20653395,-0.22784859,-0.117378205,0.38772446,0.064599715,0.24128889,-0.04466097,0.09756553,-0.0777681,-0.24319799,0.0065522157,0.3829546,0.17158265,-0.518814,-0.33175778,0.046438187,-0.052780222,-0.15325329,-0.030339647,-0.44755575,-0.14685978,0.1977852,-0.09309128,-0.008855245,-0.37601495,-0.35555387,-0.13959776,-0.3087644,0.06725671,0.4048158,-0.06600161,0.0304835,-0.17482772,0.5654393,-0.16630265,0.24744737,-0.20184302,-0.050064787,0.20878126,0.21035787,-0.2205686,0.09763669,-0.031881765,-0.22503866,-0.25442183,0.35229298,-0.33447516,-0.09699571,-0.21323499,-0.2096739,0.3127516,-0.23782898,-0.54090935,0.39248046,-0.06050384,0.023310872,0.09693943,-0.07088551,-0.058279727,-0.10731207,0.20737123,0.51465195,-0.028571649,0.28975248,0.21957888,0.039296996,0.1654152,-0.23559122,0.09386615,-0.03955817,-0.41750118,0.13741961,-0.043964338,-0.62487525,0.04995392,0.1130587,-0.09039125,-0.58385116,-0.36881578,-0.06653357,-0.04135808,-0.09336221,0.029547483,-0.040590182,0.39309347,-0.06090258,0.39754802,-0.58733326,-0.42213583,0.1820805,-0.018909432,0.20158386,-0.29464433,-0.16971745,0.28073403,-0.060068414,0.6328953,-0.29956332,0.49447864,-0.17034368,-0.07708211,-0.1703926,0.20595227,-0.12773411,-0.014067673,-0.20290703,0.096263066,-0.13940838,-0.17937595,-0.017644217,0.28103048,0.4306151,0.37996408,-0.03542956,0.15015602,0.58449185,-0.17256993,-0.55887115,-0.69725466,-0.18476859,-0.03743815,-0.11047057,0.03033222,0.032143027,-0.19524828
miRNA_347,-0.23855525,0.036661185,0.108824864,-0.10148279,0.33504117,0.14808089,0.0025874227,-0.22051251,-0.012882334,-0.2956322,0.12588696,-0.17852494,-0.03546536,-0.40013742,0.03543657,0.010424482,-0.4309691,-0.15112382,-0.07108486,0.18095021,0.17803463,0.026733577,-0.039424133,-0.17867789,-0.15853326,0.24667035,-0.033296246,-0.11258607,0.030063717,-0.18824683,0.07355819,-0.0032578923,0.36269996,-0.031111676,-0.09804846,0.08096073,-0.21691474,-0.26125637,0.49078304,-0.15260409,-0.423956,0.047926586,0.102475785,0.19442445,0.1571063,-0.18697183,-0.2787338,0.012794953,0.15197949,0.08077196,-0.066402964,0.2904599,-0.012600773,0.21989644,0.37494892,0.104437776,0.4227516,0.00026097655,-0.33740157,-0.068551525,-0.0812002,0.03761304,-0.019447388,-0.24800926,0.14315003,-0.07566132,0.14358489,0.12707205,-0.20988642,0.069525875,0.124880284,-0.03850478,-0.13074124,-0.4140968,-0.13558207,0.43519732,-0.11835787,-0.080902554,-0.35838524,-0.19206905,-0.027266825,-0.17018759,0.18550219,0.1435356,0.52988625,-0.034355555,0.29130557,-0.09723626,0.0949545,-0.13920175,0.3906433,0.25777644,-0.3654597,-0.0053266655,0.033966802,0.09463693,-0.3124686,-0.1771958,-0.059660263,0.27603096,-0.4138267,-0.16099605,-0.20392765,-0.096062735,-0.08382157,0.18266289,-0.40452096,-0.054502193,0.28434157,-0.27696145,0.08654128,-0.16563135,-0.18814784,-0.23713222,0.07052161,-0.09628458,-0.2853857,-0.11091455,-0.09690666,-0.03716616,-0.15170805,-0.067861624,0.122276016,0.10600716,-0.1553598,-0.076016545,-0.08713792,0.19239052
