,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127
miRNA_187,0.5730216,-0.0005852359,0.16314654,0.50345904,-0.52530956,0.4409393,0.1252306,0.14305378,0.33590126,0.52692986,-0.0055591203,-0.31293908,0.25372148,-0.43103465,0.07113983,0.7887975,0.111184455,-0.44850633,0.25761992,0.46294758,-0.045427278,-0.110377066,0.21321422,-0.04697406,-0.06123805,0.0178166,0.08602803,0.20929666,0.017425101,-0.16273358,-0.2700078,0.323154,1.0022773,-0.32215226,-0.025205504,0.2920571,0.12441909,-0.23974735,-0.0035024895,0.008451107,-0.24264237,0.02274054,-0.31489396,-0.6611254,0.09545205,0.41199023,-0.06754635,0.17902984,-0.43078455,-0.29502666,-0.3555261,0.33483687,0.36140224,-0.39172155,-0.59465224,-0.6952247,-0.027747124,-0.39165887,0.2759374,0.37378967,0.567595,0.12899408,0.5677748,-0.58136153,0.5386635,0.014470114,-0.20917156,0.15246524,-0.0812226,0.36250344,0.757333,0.7508464,-0.25730625,0.0017796236,-0.100097805,-0.08761514,0.2410332,-0.2857802,0.22806181,-0.5135733,0.2110426,-0.0056729657,0.28892675,0.1053467,0.57429975,-0.21107566,-0.46264967,0.12912765,0.5166237,-0.028683828,0.051141467,-0.011980159,0.09935875,-0.124390475,-0.3655488,-0.19374815,0.021232596,0.13551272,0.049904943,-0.19438267,-0.6475013,0.74251145,-0.37033018,-0.3175338,-0.058736432,-0.038893078,-0.49202976,0.26731136,0.37577316,0.3016316,-0.033079058,-0.67101955,-0.06320378,0.38007975,0.23678795,0.32467055,-0.169913,-0.7539242,0.07801035,0.04705649,-0.056729276,-0.33648035,0.16565992,0.4463842,0.01674655,-0.30982104,-0.52546436,-0.10033964
miRNA_188,-0.0052531976,-0.0055089872,-0.0042844713,0.004106771,0.00269619,-0.007533936,0.0041795857,0.0050978977,0.0053461213,0.00094684213,0.00025504827,-0.0030060932,0.0033782683,0.0039852094,-0.0012155753,0.00037554838,0.005271001,-0.0046062563,-0.0073373895,-0.003289232,-0.006270122,0.0028424952,0.0010284688,-0.005934406,0.004084926,0.006146962,0.004218707,-0.002181515,-0.0027190838,-0.004992023,0.0038263574,0.005245952,0.005247539,0.005525682,0.0062170625,-0.0023383219,-0.002706809,0.004212467,0.0007945262,-0.005417997,-0.004939597,-0.0073813833,-0.006850207,-0.0005659759,0.0061762556,-0.0050729215,-0.0021498892,0.0023171417,-0.0013998952,0.0005828608,-0.0009951293,-0.0009977389,0.0067257434,-0.0035136975,0.0013810713,0.0055864826,0.0019106138,0.0071323197,0.0053384714,-0.002099624,-0.003549723,-0.001139896,0.0029291324,-0.0010545049,0.0041085035,0.0024334937,0.00729971,0.0034317207,0.0075961594,0.004062718,0.002860969,-0.0064929854,0.004125798,0.0032122694,0.0061083287,0.0065127425,-0.0033290926,0.0027604736,0.0043325108,-0.002453357,-0.0064588133,-0.0041949432,0.002656214,-0.0024833363,-0.00027045794,-0.0014419369,-0.0006917231,-0.00030195154,0.0031790454,-0.0030875225,0.0052909236,-0.00318278,-0.003236644,0.00025255606,-0.005779639,-0.0012541786,-0.0012191217,-0.0021445174,0.0073859487,0.004326761,0.0065529365,0.007557381,-0.0032689571,0.0013728794,0.00078949146,0.0060230363,-0.0068579316,-0.0072560795,-0.000662243,-0.0024650078,0.0046034288,0.0028894003,-0.0049195997,0.0021752883,0.005801508,0.002977712,0.00750432,-0.0046938155,0.002907673,9.9347904e-05,0.0067616478,0.00699668,0.0043205637,0.0007548835,-0.0047378037,-0.004049182,-0.0051276647,0.0026258323
miRNA_189,-0.3514763,-0.16393316,-0.29320621,0.67557305,-0.010625887,0.07902029,0.16874681,-0.33968842,0.29159057,0.23022453,-0.08016542,-0.67803556,-0.38350454,0.4155203,-0.24827784,-0.101208165,-0.050319996,0.10002112,-0.7250928,0.12666437,-0.10685774,0.17919084,-0.07837001,-0.2534507,0.64672285,-0.085033715,-0.07175013,0.15882011,0.14374678,-0.2718146,-0.1112523,0.10093411,0.23671204,0.21331532,0.17188549,-0.076515146,-0.103802435,-0.036177706,0.1380393,-0.13618796,-0.54613155,0.0024655627,-0.5531129,0.16503957,-0.097833544,-0.103272416,-0.34321293,0.30153677,0.063718796,0.14248273,0.041706316,-0.03402653,0.1751062,0.08109605,0.0053893803,0.16803856,0.37688148,-0.16952974,-0.36550128,0.25767618,0.10518355,0.11183065,0.15334299,-0.43187314,0.12999126,-0.33845082,0.30706736,0.342126,-0.49268287,-0.29814506,0.28941375,0.53883237,0.01968828,-0.007627336,-0.07091988,0.22200398,-0.44283915,-0.092673466,-0.14899701,0.106406905,0.26146835,-0.40943605,0.25806066,-0.33694845,-0.34948263,0.020707756,0.7685641,0.14279138,0.08563374,0.021724029,-0.46549112,-0.10839033,-0.55626464,-0.10360639,-0.2487512,0.49999103,0.10829303,-0.4518942,0.047271278,0.018910069,-0.1910782,0.4212151,0.47692087,0.20326303,-0.23294573,0.16977076,-0.25921682,0.23970306,-0.33239508,0.014443429,-0.11620946,-0.23318025,0.069861,-0.143303,0.20651871,0.59919477,-0.30703723,-0.03658313,-0.22677149,0.019826734,-0.72932327,-0.25909483,-0.53288424,-0.50257534,0.13143282,-0.4632244,-0.12144576,-0.16293351
miRNA_190,-0.31826857,-0.2917757,-0.21931718,-0.15349436,-0.15402502,0.03655936,0.027684417,0.19109915,0.18240805,0.26163363,-0.16706902,0.024381036,-0.07713957,-0.13606827,0.07518904,0.11810333,0.1860272,0.70467526,-0.23610951,-0.013217863,-0.20456436,0.08726032,-0.39858407,0.12371709,-0.48250413,0.2768919,-0.22176163,0.33122906,0.013721299,-0.046459638,-0.36058962,0.07802577,0.43811655,0.07712085,0.09814202,-0.11282052,0.18510345,-0.45895547,0.4758331,-0.09925685,-0.20012741,-0.12282885,-0.21908282,0.15768228,0.16904445,0.4093211,-0.08010783,-0.15723374,-0.04976807,0.3900351,-0.27016553,0.12450705,0.421224,-0.31901407,-0.38928947,-0.37819844,0.18128256,0.21423772,-0.21689163,-0.25486964,0.51403034,0.17748377,0.448533,-0.3685079,-0.35006666,0.074553214,0.33477244,-0.12477735,0.056227256,-0.4593498,-0.050642923,0.40203014,0.13161254,0.28066328,0.8511875,0.14755261,0.37243044,0.44125113,0.37017038,0.08596417,0.1686751,0.27895504,0.6275566,0.30697125,-0.13098532,0.3201235,-0.005109643,-0.18383801,-0.39306656,0.4874868,-0.3837282,0.17250896,-0.27017778,-0.44822836,-0.015193845,-0.42270803,-0.15208037,0.034601215,0.12536815,-0.26023084,-0.3145768,0.21096964,0.48223075,0.3893299,0.38916734,0.44459945,0.14711346,0.4584797,0.8152797,-0.26437083,-0.28619507,-0.33619678,-0.23187001,0.1149096,-0.19276807,0.23782808,-0.014632293,0.28357944,-0.229101,0.16861907,-0.8950873,0.70293117,-0.16795777,0.13075201,0.10467862,0.23871768,-0.25834358,-0.46696985
miRNA_191,0.043693982,0.14956175,0.3419813,0.037971705,0.11288653,0.13333635,0.13841233,0.06382672,0.86642575,0.20277525,0.32437217,-0.05141733,-0.026817251,-0.19423488,0.17294018,0.5325961,0.0469807,0.107896246,-0.46741602,0.7286128,0.17083137,0.20990139,0.12463644,0.03278961,0.32746804,0.061002616,-0.26200625,0.40267035,0.04765518,0.07003464,0.119725615,0.021067856,0.1285861,0.07716597,0.010496662,-0.28050184,-0.008693618,0.075694524,-0.05083385,0.06849999,-0.11492916,-0.5062067,-0.09566991,-0.43140414,0.27423477,0.29981586,-0.0056898575,-0.15403096,0.011252873,-0.06499751,-0.01331556,0.2558619,-0.6085031,0.06433029,-0.8314278,-0.15723395,-0.11507215,-0.24934319,-0.29019612,0.5078992,-0.006612028,0.085104436,-0.13470516,-0.31141314,-0.3081613,0.007515836,-0.40662307,0.2061762,-0.7486769,-0.045870457,0.2447403,-0.28906745,-0.10484198,0.24492726,0.32743073,-0.13527052,-0.21613416,-0.15562679,-0.14423786,0.32710063,0.47269827,0.23806633,0.51230556,0.0795534,-0.39515334,-0.051567666,-0.092536345,-0.21644817,0.030090574,0.21538374,-0.13588937,-0.29912034,-0.09853303,0.08977805,0.043454114,-0.10745915,-0.34538826,-0.037648845,0.07503941,-0.07969656,-0.3528859,0.3113516,0.49180987,-0.15858448,0.19409321,0.07593745,-0.2502202,0.33247304,0.15398732,0.010872617,-0.19485049,0.027372252,0.12147663,0.4947135,-0.05928679,0.008417178,0.20279463,-0.03856196,-0.37954092,-0.33094117,0.30837393,0.043892816,-0.0409054,0.3228376,0.80477756,0.054644022,-0.12544467,0.05193994
miRNA_192,0.31765074,-0.23326722,0.06643354,0.029039076,-0.60780185,0.23561092,-0.29191807,0.12640235,0.1112198,0.328497,-0.037457246,-0.26759908,-0.1864784,-0.18763705,0.3940651,-0.042042676,-0.43270004,-0.19461454,-0.10576176,-0.070947245,0.05859492,0.13136636,0.33042774,-0.25861633,0.5670869,0.13021362,-0.051595178,0.13717912,0.28598958,-0.45949554,-0.7562367,0.34148726,-0.27154896,0.04862011,0.32511005,-0.13049242,0.6260876,-0.0287116,0.07934054,0.016394258,0.348182,0.03409805,-0.417645,-0.20955184,0.32180023,0.23388842,-0.2542824,0.4662124,-0.30269927,0.32604307,-0.5176162,0.21080188,-0.35687745,-0.07643303,-0.28524506,0.38450462,-0.21274596,-0.13439845,-0.20306161,-0.36155966,0.07252064,0.10723377,0.0731844,-0.44828653,0.1407369,0.108196184,0.2694742,-0.018325903,-0.27201515,0.6868903,-0.10360154,0.2362639,0.15504871,0.3363366,0.12781121,0.23818128,0.20787817,-0.42638612,-0.37768036,0.2428496,-0.212943,-0.16023879,0.4486001,0.15731238,-0.24085715,-0.22835189,0.086827785,-0.28376806,-0.10742903,0.5472052,-0.18601836,0.22954917,-0.30670077,0.14256302,-0.2532419,0.048056856,0.49884382,-0.65572816,0.13191998,-0.0071328185,-0.2630925,0.2710115,0.0069119083,0.05058558,0.19230111,-0.12202559,0.15815416,0.3396537,0.1180739,-0.21040261,0.5601092,-0.5504369,-0.017772196,0.4444184,-0.00011779197,-0.0378384,-0.027117033,-0.36265895,-0.024541283,-0.31361726,0.009379434,0.20429485,0.60406,0.19999525,0.019815583,0.093955494,-0.19038521,-0.008943704
miRNA_193,0.28507596,-0.23042235,-0.38646963,0.22341567,0.3451716,-0.49135166,0.067632176,0.12776846,0.3834582,0.09072973,0.21413754,0.11247678,-0.23495272,-0.14155523,0.41301057,0.4230268,-0.17901582,0.6280426,0.1497346,0.26738042,-0.052372795,0.25069192,0.07435268,0.054664176,-0.24670066,0.03206386,-0.4704321,0.08736439,-0.03738287,0.22880204,0.0018800419,0.7738578,0.041843157,-0.63842887,0.42069346,0.38951144,0.16481574,-0.2846039,0.062454816,-0.37781286,-0.1741361,-0.14243336,-0.36340502,-0.05971711,0.35414907,0.38190582,0.058124173,0.10008415,-0.45402703,0.29998806,0.044288855,0.100157626,0.122672275,0.11715147,-0.2516142,-0.2677063,0.22293013,-0.043964002,-0.12776978,-0.2765793,-0.023498395,-0.031077126,-0.6030324,-0.3404382,0.0026574063,-0.2208974,-0.30913946,0.064977586,-0.15924336,-0.13465297,-0.463937,-0.22119425,-0.21188864,-0.525444,-0.16555282,-0.29265377,0.029652013,-0.06462928,-0.11005419,-0.04808814,-0.44750535,0.09605815,0.30833036,-0.22040832,-0.06548632,0.106249265,0.19613239,-0.12679797,0.26545712,0.040312573,-0.30266944,-0.15315157,-0.28870454,-0.11662101,-0.21518204,0.054421052,-0.33403856,-0.21893553,-0.029294182,0.67306566,-0.15924506,0.20691228,-0.08749736,-0.087028064,0.1873395,0.113127165,-0.418643,0.25367624,-0.28786412,0.36397302,-0.097455755,-0.15064193,0.10426015,0.172415,0.15182853,0.19314523,-0.31385362,-0.0068296785,-0.60148287,0.5025911,-0.49361187,-0.32491514,0.16148588,0.03846182,-0.15842032,0.19847105,0.07121006,-0.071526594
miRNA_194,-0.04928135,-0.48229307,0.21346353,0.07799448,0.14919351,0.6673617,-0.33319354,-0.004990556,0.21537097,0.038899444,-0.21945292,-0.17889169,-0.10127563,-0.45443404,0.15799674,0.20459522,0.498529,-0.37601423,0.07104075,0.52169716,0.19311523,0.37213945,0.8799261,-0.49709114,-0.04478079,-0.24020284,0.08103585,0.11054712,0.08639658,-0.33240864,0.024777079,-0.046798725,-0.09491319,-0.052135166,-0.15315603,-0.12323988,0.03219738,0.36250782,0.045880836,0.07003922,0.28557873,0.10263252,-0.2954436,-0.034750294,0.34926224,-0.16460524,-0.27360353,-0.17309715,-0.5763343,-0.43647388,0.25277817,-0.22289298,-0.0068105687,0.19299504,-0.37950712,-0.16160427,-0.15444148,-0.18697305,-0.28723726,-0.17465194,0.39117023,0.2928332,0.19773203,0.047155432,0.18256769,0.13883421,0.032897346,0.021333922,-0.23995411,-0.58991385,-0.066255756,0.43516222,0.54861534,-0.055565406,-0.39396265,-0.14458406,-0.13502611,-0.4939787,-0.12276949,-0.44526285,0.2017,-0.3873066,0.0179013,0.29532868,0.060837124,0.54040647,0.47130868,-0.23884812,-0.02667478,0.13357589,-0.21725757,0.12717864,0.03111118,-0.10887122,-0.005155303,0.44797337,-0.17802295,-0.12967758,0.37550026,0.26136106,-0.3814335,0.06623611,0.083996445,0.16342482,0.15957916,-0.20167911,-0.09008294,0.3398535,0.3084428,-0.03444336,0.027310135,0.018588291,-0.21611653,0.2055394,0.14723116,0.7178655,0.20495494,-0.30240163,-0.37358427,-0.2948925,-0.091690615,0.018235434,-0.14199369,-0.21224555,0.019901503,0.1480197,-0.24363622,-0.014825135
miRNA_195,-0.16839625,-0.010831629,0.255566,0.30689517,0.19136667,-0.14012776,0.12311397,0.3258416,0.28110725,0.37929472,0.17844567,0.22225279,0.18221746,-0.34155288,-0.3051346,0.11283345,-0.21031153,0.43338314,-0.094033256,-0.09159873,0.03789834,0.27988797,0.28914285,-0.23134832,-0.2392159,-0.17383371,-0.08104017,0.4599294,0.45518744,-0.090986654,-0.1134082,0.3506925,-0.25029576,-0.18167838,0.12156668,0.17515382,0.29971066,0.09266708,-0.08124358,-0.49876407,0.25974748,0.01609632,-0.34478718,-0.6977845,0.43805385,0.28358495,-0.111612186,-0.4798577,-0.04079643,0.12180567,0.061472274,0.16821039,-0.028382873,-0.09061774,0.017154519,-0.072630815,0.24105044,0.082367234,-0.0403958,-0.49746257,-0.0032240404,-0.12092593,0.36534554,-0.0994721,-0.13282098,-0.29028612,-0.32962966,0.3146772,0.0061334814,-0.09461927,-0.10984256,0.21177751,0.03788352,0.05974808,0.07752908,0.24498987,0.29814813,0.04090151,-0.42756182,0.06720311,-0.2880876,0.12272529,0.2371522,0.11250282,0.67254347,-0.22662936,0.60051054,-0.32234475,0.12811,0.09148481,-0.07633255,0.044916537,-0.42313254,-0.22870252,-0.05636582,-0.13273013,-0.048843782,0.02644263,0.17876785,0.117848516,-0.05741634,0.18508129,0.4080498,-0.1922839,0.076510325,0.35900864,-0.4607063,-0.2984399,-0.037865907,0.09208491,-0.17745477,0.08479441,-0.25197828,0.1978742,-0.04233417,0.23808677,0.43434182,-0.102730334,-0.10145259,0.18593244,-0.06006967,-0.06356894,0.0005649672,-0.04844944,-0.2889125,-0.102827206,-0.78651696,-0.10387926
miRNA_196,-0.00076399744,0.0025741737,0.0049364585,0.0010073055,-0.0062712375,-0.005789941,-0.0022093654,0.005846923,0.0053267255,-0.0007797256,-0.006923085,0.0021189488,0.0064827967,0.003127588,0.0061944816,0.007012848,0.0008900687,0.0056921598,-0.0071501527,7.3723495e-05,0.0066531133,0.0031623747,-0.0058510806,-0.004218852,0.0067250486,-0.0012413599,0.0035490766,-0.0004122518,-8.062273e-05,-0.0011439975,-0.0023084655,0.0068822578,-6.632693e-05,-0.0010944754,-0.0022386704,0.0070004314,0.0035831872,0.005155511,0.00221101,0.0018687267,-0.004516462,0.002624942,0.006258419,-0.0006588306,-0.004199004,-0.005255593,0.006675184,0.0018617641,0.001548944,0.0032178517,0.0074201263,0.00037304498,0.0039712004,-0.0075446535,-0.0056899097,0.0067885797,-0.005577715,-0.007259859,0.0009957626,0.0055865683,0.0023389552,0.007573694,-0.005241893,-0.005412163,0.006208973,-0.007182762,0.0049697366,0.001658164,-0.0029474366,0.0017233696,-0.0044381283,-0.00086180493,-0.0014770534,0.0037974846,0.0015725419,-0.0069555473,0.0023228582,0.007555116,-0.004553631,-0.0039150957,-0.00013132766,0.0037838928,-0.006260585,-0.0060067177,0.005655125,-0.0017245151,0.0020085424,0.0029952042,-0.0023456458,0.007397115,0.007375706,0.003139928,-0.007287247,0.005381165,-0.001245698,0.0076122917,-0.0065649487,0.00089732,-0.0010760576,0.007744029,0.0026055668,-0.002289027,-0.0075432193,0.002722375,0.005028829,0.0046180915,0.00090813264,-0.0040453486,0.0032875296,0.0061711576,4.7542155e-05,-0.00012858957,-0.004936455,0.0068574566,0.00089937635,0.0021877307,-0.0067324713,0.001467606,-0.0013862792,-0.0019713081,-0.006498622,-0.0073297992,0.0042588096,-0.0020833686,0.00036131032,0.003348343,-0.005734008,-0.0054107234
miRNA_197,-0.0045318212,-0.0022002608,0.00019538961,-0.0011274144,0.00587037,0.0029490888,-0.00025705993,-0.00029331818,0.002616806,0.0025034584,0.006588023,-0.004849162,-0.0046778526,0.0040034875,-0.0021362398,0.0059593394,-0.0057433154,0.0016882289,-0.0015441477,0.0068884306,0.00102471,-0.005169889,0.0065634567,-0.0043380335,-0.0027276445,0.0052802116,-0.0018046703,-0.0034170933,-0.0024832767,0.0059415475,-0.004830487,-0.0044914205,0.003923461,0.007721007,-0.00015481003,0.0016430486,0.0019187573,0.004873518,-4.1175634e-05,-0.00755571,-0.0021204967,-0.0068384428,0.001608951,0.0005774535,0.0057873037,-0.00543982,0.006408442,0.002536822,0.0014979653,0.006550407,0.006119365,-0.0006783679,-0.0057408456,-0.0009699762,0.0034922566,0.002571432,-0.00528853,-0.00043172576,0.003622871,0.0037931334,0.005505085,0.0022500418,0.0006181672,0.007123966,0.0072075743,0.0029766168,-0.0032005962,-0.0042661075,0.002126662,-0.005564561,0.001114836,-0.0008848738,-0.004991399,0.006262742,-0.0002921205,-0.0013115015,0.003034003,-0.004846642,0.005285507,-0.00018989481,0.0023507643,0.0036828741,-0.002219975,-0.0009157937,-0.0021520052,-0.0038630925,2.1541491e-05,-0.0027990658,-0.0011970717,-0.0015615132,-0.0006894041,0.006454665,0.00336303,-0.0014266465,0.005010044,0.0011291783,0.006758373,-0.005156964,-0.0030982904,0.0051052626,-0.00048332103,0.0027040448,-0.0071345307,-0.0070761256,-0.0031582806,0.0071464013,0.0025644433,-0.0036375914,0.0035034213,-0.0037632696,0.0015749801,-0.0039548464,0.0013981722,0.0042590126,0.0029698703,0.0061989,0.0045116823,-0.0030471403,-0.0049072485,-0.000783043,0.0048769955,-0.0070342626,-0.0019049067,-0.0013760496,-0.0049175136,0.0013001692,-0.0029869173,-0.003966037
miRNA_198,-0.0024367142,0.004808698,0.006422745,-0.00082884915,-0.005085675,0.0021363813,-0.0047656894,-0.0066533703,0.0033523962,-0.007562401,-0.0036694277,0.0044216868,0.0041621085,0.0023405403,-0.006132731,0.005912561,-0.000704214,-0.004697714,0.0031041838,0.005662076,0.0033644438,-0.0018505212,0.004730854,0.0060239546,0.0033252798,0.0054425914,0.006002061,0.0073904805,0.007141361,-0.0051638596,-0.002258975,0.004786417,-0.0015834011,-0.0045257043,-0.0006484166,-0.0037637632,0.003798889,0.007585982,-0.0038736463,0.0010276102,-0.001462346,-0.005059488,-0.0038769394,-0.001031531,0.0042525344,-0.0023147129,0.007609267,-0.0012057237,-0.0038844477,-0.0062607657,-0.0043272395,-0.0043843947,-0.00012698025,-0.005684087,0.0068126973,-5.0619245e-05,0.0011122879,-0.0032759942,0.0072743483,-0.0002731122,0.0040595103,-0.0048871227,0.0040735286,0.0038986355,0.0036337376,-0.0033746697,0.0076762773,0.005413564,0.00488651,0.0007784739,0.0073233787,-0.0017234199,-0.00416534,0.006802134,0.004004877,-0.00035337545,-0.0033497047,-0.0061565097,-0.004240202,-0.0064009186,-0.0020566918,-0.0069890097,0.004079908,0.0046394,0.0053179655,0.005778311,1.7799437e-05,-0.0038543493,0.001342548,0.0041623637,0.003963979,-0.006107921,0.006316513,-0.0028926674,-0.0048335455,0.00041037053,-0.006553013,0.005379062,0.0077492036,-0.0061651003,0.0059809033,0.004318731,0.0051732454,-0.0056611802,-0.0074856225,-0.0041100457,0.00038773194,0.0020828862,0.0008725077,-0.0046410803,-0.004479844,-0.0039513037,0.0061288923,-0.0009422526,0.002066195,0.0032465458,-0.0014730431,-0.005525045,4.155375e-05,-0.0038347747,-0.0047198515,0.0040287785,0.00089544244,-0.002481619,-0.0019382127,-0.003941158,0.0021637138,-0.007611217
miRNA_199,-0.0056615807,0.0054202527,0.0033684913,0.0014101174,0.0030426811,-0.005946981,-0.0056695975,0.006731134,-0.0034394618,-0.0009093117,0.0041264575,-0.0013086367,0.00361659,-0.0015091524,-0.00035528652,0.0058530383,-0.0051582027,0.004352797,0.0035780706,0.003371505,0.0015299544,-0.004121974,-0.0022747498,-0.005464269,0.001657499,-0.0026346352,-0.00094622,0.006948361,-0.0039021634,-0.0024533235,0.0052286237,-0.0058832094,-0.00401992,0.0038107391,-0.00030468777,-0.0052951276,-0.004227521,0.005216861,0.0025569256,-0.0053462386,-0.00036032684,0.006909037,0.005155286,0.0013777297,0.007296324,-0.00628783,0.0014533289,-0.0051985495,-0.00049292296,-0.0024701431,8.3843246e-05,-0.0050055496,0.00062086247,-0.0075588673,0.004870683,0.005835429,-0.0071306583,-0.0033642147,0.005142566,-0.007361077,0.0028046798,-0.00436482,0.00040741637,-0.0064231046,-0.0026180223,-0.0049197357,0.0056695323,0.0032731462,-2.0017847e-05,0.0015978664,0.0027054437,0.005625803,0.0071891155,0.0044134967,0.0056148563,-0.0010556858,-0.0017195195,0.003681291,-0.0025757086,-0.006127741,0.0013640188,-0.0027751625,-0.005158322,-0.0006429758,0.0006219279,0.0044205505,-0.001620559,0.004974162,-0.0029677413,-0.0058432184,-0.0029060058,-0.0049925093,-0.0022086035,0.0036867615,-0.00012911297,-0.0017450154,0.0066660736,0.0020315554,0.0021247063,0.0038808174,-0.00018348359,-0.0049973093,-0.00062221475,-0.0022260565,0.0010756254,0.0022295788,-0.0027126241,-0.0012193657,0.0074671954,0.0047713574,0.0042421706,-0.0010350049,-0.0044106133,-0.007492857,-0.0014268719,0.006878255,-0.0042464957,-0.0064730085,-0.004518274,0.0062326286,-0.0058887564,0.006251985,0.0028483737,-0.0023313165,-0.006028386,0.0076856986,-0.0017048754,-0.0075704027
miRNA_200,-0.21097255,-0.18826722,-0.05848728,-0.27967128,0.02720404,0.013369188,-0.11520656,-0.34170678,0.42139775,0.12451336,0.2640033,-0.1106138,0.105618596,-0.29971507,0.40219778,-0.26053068,0.26985982,0.6551019,0.24264877,0.06186058,-0.011774694,0.30959865,0.12236231,0.09601927,0.1642969,-0.21785246,0.46194202,0.24305362,0.22879912,0.095977545,-0.2681232,0.016797652,0.3595823,0.06839313,-0.34024683,-0.009220331,0.5637229,0.26727477,-0.19827436,-0.42195144,-0.24742277,0.069014244,0.13678735,-0.1737938,0.51373094,0.09783675,0.1004452,0.16657029,0.2511822,0.11084885,-0.32544276,0.30888444,-0.16236196,-0.12126932,0.20094264,-0.31082845,-0.50648254,-0.32662562,-0.25506034,0.16131668,0.2937105,-0.021388283,-0.068816535,-0.5431654,0.04288163,0.09011803,0.010271651,0.07498232,-0.108333,-0.21027035,0.47454867,-0.06403537,0.21683317,0.21507183,-0.06550667,-0.042490944,0.16242017,-0.3020984,0.06999804,-0.14640689,-0.04126163,-0.06720866,0.0008346679,0.34474295,-0.08520618,0.3917383,0.47472546,0.075448744,-0.27229625,-0.43908423,-0.2137301,0.32765818,0.11471297,-0.008880785,0.0067292643,0.70769435,0.1812691,-0.06488518,-0.044110816,-0.014860941,-0.09158769,0.0712281,0.26256198,0.17289636,-0.23323426,0.04228407,-0.20145838,-0.4578153,-0.22556958,-0.21041983,0.046263088,0.071729004,0.037009846,0.46025696,0.15625949,0.097539045,-0.62040216,0.111061424,-0.3038218,0.26059887,-0.959427,-0.5962699,-0.12477792,-0.19575118,0.07344112,-0.15931651,-0.28163028,-0.5260226
miRNA_201,-0.041714303,0.26739377,-0.019634226,-0.17255193,0.21086012,-0.24460351,0.10695406,0.26542035,0.36837456,0.74138945,0.49496818,-0.5498695,-0.049204245,-0.31027013,0.17791812,-0.26653284,0.2987266,0.23410298,0.19559257,0.09816593,-0.47669968,0.15869512,0.01344431,0.5454646,0.094299294,0.07644654,-0.00853869,0.55231756,-0.046498615,0.4481377,-0.34675616,-0.035806004,0.6321386,0.3640101,-0.13737208,0.39701587,0.3546929,0.32218632,0.2717671,-0.19470212,-0.117080234,-0.068437696,-0.06640587,-0.55059594,-0.4683213,0.41006565,0.117455766,-0.03205615,-0.0769994,0.23739119,-0.12334439,-0.45642555,-0.4288562,-0.39764726,-0.0826484,-0.070128456,-0.5104762,-0.32653883,-0.33547503,-0.3569633,0.29487962,-0.1032395,-0.045642167,-0.27428877,0.116700985,0.27735856,-0.087865345,0.29525408,-0.2414062,-0.29490447,0.04522065,0.049846172,0.08014831,0.24580628,0.3867893,0.30118623,-0.12805553,0.06968684,-0.3173158,-0.05794183,0.050389756,-0.19718786,-0.082640305,-0.08047235,-0.34697586,-0.07629023,0.58199954,0.05409509,-0.2731375,0.21482687,0.07448672,-0.27141792,-0.11059677,-0.11504927,0.38858306,-0.37887326,0.17183,-0.63377905,0.16709794,0.052589208,-0.51577234,-0.39806134,0.24478506,0.4522753,0.033812016,0.27979988,-0.076931015,-0.17862172,-0.17362566,-0.2461679,0.0032499835,0.0019386491,-0.17193672,0.67036986,0.5180541,-0.05628212,-0.4596311,0.17759942,-0.5617999,-0.1772892,-0.7249237,-0.8051334,-0.07847258,-0.12330516,0.2438508,-0.07539981,-0.11760693,-0.27315798
