,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63,Dimension_64,Dimension_65,Dimension_66,Dimension_67,Dimension_68,Dimension_69,Dimension_70,Dimension_71,Dimension_72,Dimension_73,Dimension_74,Dimension_75,Dimension_76,Dimension_77,Dimension_78,Dimension_79,Dimension_80,Dimension_81,Dimension_82,Dimension_83,Dimension_84,Dimension_85,Dimension_86,Dimension_87,Dimension_88,Dimension_89,Dimension_90,Dimension_91,Dimension_92,Dimension_93,Dimension_94,Dimension_95,Dimension_96,Dimension_97,Dimension_98,Dimension_99,Dimension_100,Dimension_101,Dimension_102,Dimension_103,Dimension_104,Dimension_105,Dimension_106,Dimension_107,Dimension_108,Dimension_109,Dimension_110,Dimension_111,Dimension_112,Dimension_113,Dimension_114,Dimension_115,Dimension_116,Dimension_117,Dimension_118,Dimension_119,Dimension_120,Dimension_121,Dimension_122,Dimension_123,Dimension_124,Dimension_125,Dimension_126,Dimension_127
miRNA_91,-0.0029308125,0.0023727287,0.00078974105,0.003199879,0.0045452546,-0.000781117,0.0038353838,0.007752752,0.0029758494,0.0032678712,-0.0001524277,0.00293722,0.003831191,0.0056799054,-0.005813433,0.007256536,-0.0034195017,-0.005152801,0.0031622276,0.0015546232,-0.0057936907,-0.005063668,0.005100427,0.0024781767,-0.0034102183,-0.007745266,0.00037250854,-0.006407624,0.0041861366,0.0016559828,-0.0072946176,0.0047491156,-0.0070221554,0.003247939,0.00376142,-0.0022288784,0.0044154376,-0.0042876806,0.0020391718,0.007204611,-0.0030159801,0.005923627,-0.0017348211,0.005559651,-0.00082795136,-0.007299274,-0.0046629496,-0.0038793143,0.0055055264,-0.0032065138,0.0044450983,0.007531926,0.0018997528,-0.004793659,0.004565606,-0.0033006538,0.007558195,-0.0064310916,0.0012198947,0.0069864932,-0.0065977536,0.0071029197,0.0065589696,0.0075437985,0.0024775174,0.006832944,0.004801493,0.004176881,-0.0036964435,-0.0074574705,0.0023567583,0.0075716823,-0.007779369,-0.00037245825,-0.002350552,0.0028979536,0.0035689678,0.0039989483,0.00015278533,0.0070584305,0.0057866536,-0.0063661896,0.002676051,0.00015935116,-0.0019240994,-0.0024655554,0.0022032466,-0.005956661,-0.005691884,-0.00060948916,-0.0028036144,0.0009926874,0.0029131584,-0.0065984577,0.0027154963,-0.004455058,-0.006536983,0.0046740454,0.0007798355,0.0003467556,0.0036377143,-0.0014534332,0.0076335147,-0.0041819364,0.0068554785,0.0022610128,0.005521847,0.00418118,-0.0071844663,-0.004280992,-0.0011574049,-0.0034156889,0.0023903847,0.0019610226,-0.0060619563,0.0010055769,-0.003075922,-0.007153459,0.0025266726,-0.007770775,-0.00456832,-0.0017084777,-0.005308848,0.006784741,-0.0032482743,0.007321395,0.003604671,-0.007207986
miRNA_92,-0.11847337,-0.4648121,-0.08138746,-0.1280374,0.10549326,0.074438594,0.22382551,-0.116819486,-0.34136245,-0.064870246,0.3861231,-0.18553865,-0.1371162,0.010653017,0.0015618843,0.08580744,-0.20732406,0.1805533,0.07679933,0.38168252,-0.30417207,0.07055144,-0.09390004,-0.25257894,-0.10540861,0.013632715,-0.03240349,0.13809709,-0.14199834,-0.26067445,-0.021355698,-0.1378595,-0.13566576,0.117276065,-0.18657008,0.11036974,-0.17937438,-0.09847391,0.062327486,-0.33109772,0.106163174,0.14027834,-0.12265155,-0.1297422,0.1686145,0.16492108,-0.28904837,-0.09366691,0.03180847,-0.047354143,-0.04098987,-0.46019843,0.52511686,0.21681032,0.22452542,-0.03239424,0.1214483,0.003535967,-0.09554037,0.14289258,0.0015367543,0.19214296,0.28104603,-0.12568517,0.10368106,0.17069286,-0.0026186248,0.2905207,0.25492045,-0.15548743,0.1373213,-0.14609158,-0.046048008,0.3020233,0.055069946,0.00010562127,-0.483364,0.22932573,-0.28613868,0.10045265,0.18227087,0.09430228,0.08636348,0.49504536,0.11562047,0.033587787,0.2655556,0.22546263,0.017437687,-0.1553651,-0.17574242,-0.15341043,0.07658816,-0.17711118,0.025176458,-0.054713722,0.039490595,-0.12559803,0.06462026,-0.20296383,-0.20175365,0.16977824,0.13515379,-0.03867235,-0.0566363,-0.108000085,-0.20538327,-0.13179371,0.24510193,-0.39030433,0.010457388,-0.21941945,0.2033003,-0.01099877,-0.23770167,-0.101862215,-0.065595634,-0.2000902,-0.12257838,-0.19714391,0.08460135,-0.046372205,-0.078861386,0.12276915,0.21295823,0.195827,-0.14228319,-0.38206303
miRNA_93,0.0060949195,-0.0011620242,0.0045806505,-0.002986135,-0.0014821365,0.0061895307,0.002763791,0.0030134283,-0.0040530656,0.0019628163,-0.0047516413,0.005875999,0.004374318,-0.0033713318,0.006411461,0.001673447,0.0050898828,0.0013714619,-0.0009772908,0.0061150063,-0.0025846418,0.0040761344,-0.0016241428,0.0049042925,0.004342826,0.007731391,0.0040198155,0.0022631977,0.0038632844,0.0049440097,0.0004402604,0.0024993904,0.007443551,-0.0061564036,0.00053346343,-0.00047011115,0.0013505463,-0.0029850714,0.00036990084,-0.0023211502,-0.0070618,0.005685197,-0.003642412,0.002709141,-0.0057669524,-0.0030497927,0.001977073,0.0053978637,0.0024135858,-0.0033628922,0.007548066,0.0046711937,-0.0032400545,-0.0077862106,-0.0023950469,-0.0048763845,-0.0046860613,0.0013746191,0.0013148785,-0.0005041864,-0.0027530584,-0.0075736754,0.0038027726,0.0013714433,0.007573923,-0.0031384043,-0.0016358402,0.0031609796,-0.005642662,0.004181912,-0.0028519277,-0.0021186806,0.0061357096,0.00023705326,-0.0027655773,0.001571551,-0.0063491873,-0.0054159276,-0.004397629,0.0046325214,-0.0059052017,0.004609823,-0.0039076693,-0.0039033312,-0.0002728589,0.0009774249,-0.0008392241,0.0062557478,-0.0029139444,-0.0049194507,-0.0054923557,-0.007678183,0.005498646,-0.004519772,-0.0053322576,-0.0074367058,0.002553383,0.0072060153,-0.002740644,-0.0033420753,0.002123639,0.0055938642,-0.0031316858,-0.004807813,-0.0037195235,-0.00049001165,0.0074657947,0.0023364276,-0.005912438,0.00387856,0.00062091835,-0.007385511,-0.006196536,-0.0048893187,0.0009030141,-0.00089094974,0.0068126246,-0.004929615,-0.006752992,-0.0017276015,-0.0028560013,-0.0036743637,-0.004447067,-0.0024226904,0.0055810697,0.003326824,0.0009243097,-0.004246153
miRNA_94,-0.095323354,-0.1059602,-0.010463428,-0.058493268,0.03623235,0.108282104,0.16736825,0.11397543,0.17983922,0.24242966,0.064661086,-0.08273548,0.023843965,-0.02317532,-0.008781634,0.3144264,-0.10374341,0.15944293,-0.22812366,-0.04288604,0.10789774,0.022066219,-0.10631528,-0.017646234,0.046526343,-0.09718526,-0.1794924,-0.003132857,0.09565408,0.021459946,-0.116568565,-0.073013894,0.3362947,0.0701261,-0.025698837,0.050031833,0.08290595,-0.18728985,-0.24683969,-0.19061038,-0.07583115,0.02837118,-0.2900371,-0.14965197,0.028078055,-0.03835001,-0.10958408,-0.02893481,-0.092262514,-0.34617022,-0.101292096,-0.10812044,0.19869737,0.12793837,-0.05369042,-0.0016014745,0.13245791,-0.08631985,-0.069482855,0.10222629,-0.10766598,-0.16002026,0.20788993,0.2073903,0.06870235,-0.11432836,0.06521001,0.25097337,-0.15564133,-0.013526642,-0.09906368,0.12542269,-0.044623908,-0.057050172,0.024347868,-0.06702443,-0.183792,-0.23614074,0.14913288,-0.09333833,0.01713524,-0.033835415,-0.18007463,0.2860568,-0.06751262,0.3596463,0.061479688,-0.06514969,0.2411164,-0.12646149,0.10254208,0.07346019,0.12951528,0.027728342,0.039988354,0.18314645,-0.10516632,-0.33305922,-0.20505752,-0.4596755,-0.118507765,0.16433206,0.020391203,-0.07091124,0.26906314,0.31766567,0.31186402,-0.037208006,0.3055924,-0.11960179,0.021467606,-0.12302763,0.0045561935,-0.029977389,-0.11297499,0.16971023,-0.1473543,0.14355546,0.048803974,-0.067921326,-0.041173764,-0.26115558,0.18957698,0.19188036,-0.1586051,-0.20425719,-0.14212915,0.15165366
miRNA_95,-0.036233034,-0.06120624,-0.032727636,-0.058228154,0.06666625,0.19848536,0.19655097,0.014632062,0.080132306,0.17546798,-0.017398998,-0.15949506,-0.036633126,0.090864666,-0.05316492,0.2262291,-0.11419147,0.16053012,-0.14171155,0.023812706,0.11773284,0.029242985,-0.16445641,-0.028458567,0.0031070157,-0.17588252,-0.18676987,-0.032607593,0.08059242,0.06282764,-0.21640402,-0.1422628,0.20088679,-0.023514405,0.0047402065,0.010981043,0.013860092,-0.18493477,-0.22859329,-0.066625535,-0.10242816,0.080032624,-0.29789904,-0.24234374,-0.015455312,-0.028378412,-0.10448575,-0.04479111,-0.0452458,-0.3552027,-0.04368894,-0.003746242,0.112822495,0.18394753,-0.08897952,0.119243175,0.18840486,-0.13200042,-0.12996404,0.046951294,-0.063653156,-0.12592556,0.18234307,0.22087711,0.0513746,-0.06306979,0.1429449,0.19522977,-0.18359919,-0.11079627,-0.06004095,0.09602095,-0.1524532,-0.09396684,0.034370326,-0.10348961,-0.25841695,-0.18270928,0.12895222,-0.022881199,0.1260694,-0.06777919,-0.17687233,0.38610113,0.0762987,0.24028502,0.01233185,-0.093337096,0.28110844,-0.19532058,0.17131637,0.1650046,0.20182303,0.011004865,-0.0005477965,0.16765405,-0.21294594,-0.22678097,-0.20635141,-0.39040712,-0.08733162,0.14528398,0.06457796,-0.200131,0.2774627,0.37606916,0.24183293,-0.03155833,0.20898592,-0.15408221,-0.043947253,-0.09146145,0.0007452117,-0.02447985,-0.0022364804,0.053028766,-0.17810972,0.2616777,0.08998915,-0.03405983,-0.07663795,-0.31365472,0.087156855,0.1598501,-0.20793493,-0.14149661,-0.0589235,0.2348763
miRNA_96,-0.0052623907,-0.2507384,-0.00010909663,0.13064146,0.043726422,0.12829652,0.11694562,0.109800264,0.15802698,0.20528947,-0.15317191,-0.049464766,-0.13351136,-0.08063897,-0.040300664,0.4188316,-0.10030528,0.18155296,-0.095896,-0.052298635,0.20022921,0.19348559,-0.15781043,-0.026293376,0.057978664,-0.13830231,-0.038997963,0.0030186034,-0.0056332457,-0.028497472,-0.23067641,-0.046598393,0.22093365,-0.0003525642,-0.02278529,0.09461951,0.2069272,-0.4263238,-0.0034463797,0.049878523,0.12329605,-0.009851935,-0.33090052,-0.10227784,0.14198266,0.0044141393,-0.36901352,-0.12876879,0.21158588,-0.13072479,-0.035819992,-0.07063526,0.2311312,0.06997062,0.09635981,0.11758293,0.12046555,-0.17060682,-0.2355292,0.14486054,-0.09697251,-0.01181705,0.09028392,0.1470763,-0.046031605,-0.26919225,0.41132945,0.20163096,-0.09102231,-0.11456753,-0.10721879,0.03142447,0.0700479,0.04036206,0.26315424,-0.15238015,-0.28961194,-0.0654908,0.2579982,-0.06018831,0.09402699,0.10657529,-0.37545922,0.3972599,-0.014871285,0.26253387,0.12780115,-0.04875097,0.19538705,-0.22746445,0.14879623,-0.0339624,0.20784417,0.07684038,-0.011089094,0.2646488,-0.019940028,-0.57900697,-0.070560925,-0.30777413,-0.11149122,0.16276409,0.031611715,0.13558458,0.2695248,0.39597824,0.46130848,-0.04135978,0.3975645,-0.1369388,0.09241198,-0.023207933,0.011241265,-0.18306191,0.040972084,0.15707773,-0.037499625,0.14942856,0.13020913,0.055936866,0.11930599,-0.074319534,0.05414532,0.15138806,-0.1463061,-0.14766932,-0.048963726,-0.0015935621
miRNA_97,0.033571806,-0.2575531,0.01852685,0.07921183,0.015394234,0.09877857,0.031395573,-0.057804976,-0.09239493,-0.06875485,0.27457574,0.1568247,-0.3317433,-0.06787153,-0.18358931,0.11189516,-0.0035846555,0.015085764,-0.2650399,-0.024430893,-0.01831615,-0.11286184,-0.1844808,0.08186511,-0.073395304,-0.15514243,-0.047600277,0.047618724,0.14745818,-0.2950111,0.12028132,-0.028914673,-0.089596435,-0.075781584,0.27301446,-0.20379107,0.13624068,0.12631106,-0.023953743,-0.044302195,0.04874409,0.18108697,-0.22477928,-0.12253055,0.0057262047,0.24678771,-0.41493854,0.0017379803,-0.36893597,-0.04905539,0.2624881,0.034429535,-0.10180675,0.3181216,-0.030250203,0.2787449,-0.039953187,-0.26462495,-0.10554818,0.1283575,0.05661944,0.07092433,-0.053278334,-0.11080766,0.27254346,0.00589169,-0.19305304,0.15397869,-0.16097908,-0.22323358,0.039145116,-0.34323063,-0.29452622,-0.0021376563,0.39112714,-0.0059632272,-0.0769582,-0.024534596,-0.14385384,0.029838046,-0.37254918,0.07006059,0.24271148,-0.02873696,-0.20580448,0.13348669,0.27040148,-0.047946323,-0.14576314,0.12412342,-0.0028116922,-0.26381555,0.011925212,-0.20869316,0.1679698,-0.041336346,0.0032265347,-0.14321415,-0.23850724,0.30754012,-0.01865546,0.14487378,-0.031199664,0.14874944,0.20076144,0.07846827,-0.15050136,-0.15075131,0.11420004,-0.19746946,-0.07517487,0.106259905,-0.36312678,-0.060925793,-0.25691238,0.05740666,-0.122021034,0.1444919,0.18975893,0.19053367,-0.29705533,0.015689967,-0.014487198,0.24416663,-0.30762994,-0.008186841,-0.056446306,-0.08132836
miRNA_98,0.033589337,-0.15179077,0.23299569,0.0021166317,0.061198086,-0.055651285,0.06732081,-0.13985117,-0.22766267,0.05748886,0.2541942,0.14806919,-0.21958567,-0.058495425,-0.067207016,0.15351729,0.11797659,0.012276025,-0.32632792,0.05621144,0.19039391,-0.08415904,-0.11545858,0.008240146,-0.14361793,-0.036683165,-0.06710317,0.2326441,-0.048611328,-0.16973087,-0.020559765,0.12824565,-0.004266337,-0.103021,0.16616513,-0.044549953,0.1721487,0.18852066,-0.06284746,-0.13236108,-0.07009255,0.06766955,-0.18287621,-0.031627595,0.07938355,0.036988765,-0.25718582,0.039257787,-0.17956714,0.1380769,0.06572573,-0.08151084,-0.012982646,0.2690605,0.03856779,0.101538755,-0.025337994,-0.27232143,-0.11277983,0.064392835,0.13189839,0.12960508,-0.017552344,-0.18309104,0.09192151,0.019147629,-0.18337624,0.22248863,-0.1367134,-0.24525939,-0.0174211,-0.1883258,-0.300212,0.044490926,0.1405944,-0.010663,0.014488638,-0.049682837,-0.06883738,-0.018913534,-0.15464723,0.2210402,0.24980684,0.1391675,-0.1293875,0.06292923,0.32328695,-0.013222743,-0.038085766,0.24230415,0.11169754,-0.18050483,0.06759484,-0.10679162,0.25073975,-0.025408994,-0.13785036,-0.19574548,-0.093082964,0.23050752,-0.0891109,0.14220448,-0.120233566,0.15640599,0.12497542,0.020251857,-0.25240767,-0.04023692,0.07330892,-0.17941971,-0.16002437,0.14862326,-0.29312158,-0.04918917,-0.15403,0.27552006,0.08067097,-0.06512121,0.052551694,0.1899577,-0.33639058,-0.007777865,-0.07747933,0.020046372,-0.15735416,0.065395385,-0.25432712,-0.113355815
miRNA_99,-0.0050658844,-0.0043576322,-0.0018682815,-0.0062753204,-0.007415021,0.0010587573,0.00018910132,-0.003752306,3.4971163e-05,-0.005231764,0.004841104,0.0059157554,0.005323196,0.00640139,0.0030028298,0.0049094297,-0.0024195202,0.0070028976,-0.0005338285,-0.00037446804,-0.001816852,-0.007347841,-0.005017327,-0.0055105053,-0.006714007,-0.0069971774,-0.0071094465,-0.0015234984,-0.0016944855,-0.004253097,0.0023607034,-0.0053793844,0.007710602,9.544194e-06,-0.0054537077,-0.004756484,0.00618227,-0.002008291,0.0048958883,0.0005815625,-0.0030080527,-0.006472703,-0.00043236278,0.0044060014,0.002638936,0.00054130517,-0.0059675816,0.0048489757,-0.0035632048,-0.0017036665,0.00395895,0.0023927074,-0.0008347258,0.005014457,-0.002806479,0.00491911,-0.0020415895,0.005761558,-0.0003092233,-0.0043982714,0.0070705954,0.0025778562,0.002091147,-0.0038060714,0.0044187047,-0.006599538,-0.0073657054,0.0039783344,-0.0022356585,0.0065582357,-0.001549067,0.005740015,0.0069767777,0.0074111708,0.002022665,0.0020774547,-0.006416114,0.004841706,0.0073803775,0.0046677403,-0.006054431,0.0014044028,0.004838107,-0.0040982496,0.0045558996,-0.007725263,-0.005481027,-0.004019825,0.0045768637,0.0017975457,0.007702682,-0.003041871,-0.0016895216,0.00059341453,-0.0032811835,0.001973752,-6.108545e-05,-0.003969161,0.00056080706,0.0055652745,-0.0054233856,-0.0049965195,0.007029893,-0.004977204,-0.002766922,0.0065623857,0.0014944505,0.0018794872,-0.0012871455,0.0078123566,0.0033050515,0.0017177239,0.0046357755,0.0009092055,-0.0009133462,-0.0024232306,0.0049060713,-0.0022473931,0.0063899904,0.004425913,0.0016306005,0.0039902404,0.0032490566,0.0011352729,-0.0034338087,0.0065383334,0.0018200725,0.004051173
miRNA_100,0.05624712,-0.38393712,0.08089147,-0.08186372,-0.24104775,-0.05922085,0.096335314,-0.13698395,0.08445355,0.05316495,0.28614476,-0.07848696,-0.14783233,-0.3499825,-0.27122316,0.029782606,-0.12138674,-0.17545217,-0.2880536,-0.0534177,-0.013629911,-0.12181227,-0.14114958,0.07118712,0.0667322,0.02223489,0.05925117,-0.054922,0.2611748,-0.27701044,-0.26570427,-0.20213264,-0.013692832,-0.1141008,0.10874899,-0.20132801,-0.014917392,-0.031269107,-0.059549812,-0.09449077,0.1874778,0.2545636,0.2274627,-0.4094956,0.2491192,-0.14546676,-0.47614583,-0.099410936,-0.19008324,0.07312516,0.31045043,-0.10744234,-0.2123814,0.22407271,0.26144922,-0.25649938,0.1531601,-0.2685262,-0.16018076,-0.042957284,0.29947168,0.017681088,0.043645173,-0.005155263,0.348772,0.2569917,-0.29172093,0.12558451,-0.05901998,0.066218555,-0.046171084,-0.39759806,-0.06406867,-0.12270356,-0.08144607,0.09599564,-0.06900924,-0.05214188,-0.096468,0.17936493,-0.36790046,0.11271755,0.31891724,0.19326675,0.12915926,0.12384902,0.06840311,-0.11544543,0.057378244,-0.017163195,-0.11820343,0.10650922,0.3769957,-0.29615468,-0.15568717,0.2074693,-0.10978241,-0.2802515,0.11992224,0.17902362,0.16511127,0.36745808,0.03651096,0.39523524,0.27885917,-0.0018827375,-0.022098754,-0.005308046,-0.01728802,0.15448914,-0.025378192,-0.24977589,0.12506643,0.18502997,-0.28311318,0.09401376,-0.087458916,0.26484376,0.27139413,-0.026201556,-0.13829379,-0.023703238,-0.10553772,0.21296723,0.10836495,0.075337045,-0.14331266,-0.012724157
miRNA_101,-0.03186161,-0.18234834,0.03609453,0.15064502,-0.019925073,0.14001404,-0.06126962,-0.15433139,-0.0031802359,0.18480256,-0.0016965928,-0.017576672,-0.23941568,0.1593845,-0.078577295,0.2528652,-0.033912826,0.11102898,-0.266853,-0.056513544,0.007531028,-0.08412258,-0.0208452,0.058657557,-0.028259076,-0.13958786,-0.23220596,-0.10697437,0.015381989,-0.11533625,0.012065083,0.051885147,0.19123493,0.107116744,0.20413932,0.02130061,0.1827643,0.047966667,-0.025747564,-0.14064047,0.072598204,0.096591875,-0.2796557,-0.2576001,0.10142868,0.2498372,-0.1692342,-0.070946164,-0.30330792,-0.018526139,0.06766912,0.030347347,-0.043786164,0.2618978,-0.04909377,0.1865094,-0.0025742948,-0.017750733,-0.060612757,-0.043822177,0.0833242,-0.03546477,0.212627,0.070127085,0.15813893,0.050538756,-0.0204397,0.0033273208,-0.08054895,-0.0653147,-0.06977088,0.03276804,-0.22841285,-0.2014287,0.23123932,0.122046195,-0.24163559,-0.039379098,-0.090247154,0.050446365,-0.06918404,-0.06450759,0.1516802,0.22736865,-0.12179121,0.08323185,0.0010729419,-0.07333404,-0.094199,0.02461216,-0.13414162,-0.2038785,0.09545291,-0.0533045,0.017215295,0.1494443,-0.07619948,-0.23581693,-0.23368575,-0.057287272,-0.005779383,0.020318082,0.060126342,0.15080543,0.32623804,0.11853676,0.11406793,-0.11390935,0.19500175,-0.038478084,-0.070254646,0.062394775,-0.2989018,-0.019688623,-0.21794349,0.13777299,-0.14405839,0.23948301,0.22358651,-0.053263046,-0.23752049,-0.15141332,0.1488124,0.14130689,-0.37553108,-0.16128096,-0.11448949,-0.04573236
miRNA_102,0.0025220457,-0.0037370622,0.0050421376,0.0018341728,-0.0036425833,0.0040919967,-0.0014854036,0.003325183,0.0072314236,-0.005902106,-0.004234398,0.007296905,0.0048634913,-0.0006345697,-1.7769635e-05,-0.0057069175,-0.0004489366,0.006681213,-3.936328e-05,0.003325658,0.0076436102,0.0062114038,-0.004584808,-0.0033561662,0.002173299,0.0008178726,-0.0031350832,-0.004005505,-0.0041839927,-0.0032965299,-0.0073420163,-0.0034094974,0.006833667,-0.00057958066,0.0056526195,-0.0039140116,0.0029383749,-0.0012787525,-0.003917804,0.0039805416,-0.0006610099,0.0022285786,0.00036629476,0.005368352,-7.2997063e-06,-0.0024048407,0.0038087405,0.0069016963,-0.0038263816,0.0042663366,0.0057507716,-0.0032242686,-0.004316654,-0.004690863,0.0053627435,0.007772863,0.0057098847,-0.006900592,-0.007208254,-0.0014515929,-0.005877381,0.0024758838,-0.0016311146,-0.0052156188,0.00039888918,0.0038194694,-0.00010667555,0.0031642206,-0.0030626673,0.0035235062,6.3097104e-05,-0.0015727766,-0.0077027623,-0.0012638699,0.0031532086,-0.0073228646,-0.00688076,-0.0057263,-0.00710696,-0.0033703558,-0.0066830423,0.007730514,0.0012465846,-0.0033772923,-0.0009479169,0.0038426481,0.006219603,0.0042918306,0.0023432244,-0.00045837276,0.0013393797,0.001226835,0.0045768544,-0.0026579257,0.004106581,0.0053496845,-0.0021298006,-0.0044549294,0.0077581517,0.0041774865,0.0008451436,-0.0073935855,0.00040025823,-0.0030435584,-0.0023014713,0.0046764016,-0.0063799284,-0.0011867527,0.004131915,-0.0035355967,-0.0075847507,0.0018690582,-0.000605721,-0.0055557303,-0.0059255753,0.0027405415,0.0058741644,-0.0039701965,0.0039520804,-0.0059155803,0.00054562837,-0.004674308,0.005439874,-0.006469533,-0.0075056534,-0.0059944578,-0.0034267716,-0.00050163455
miRNA_103,0.0032609776,-0.005967891,0.0008493904,-0.005624432,-0.0032815766,-0.0009067133,0.001958318,0.0021471549,0.003664298,0.0068708397,-0.0008899998,0.006242126,0.0012615826,0.007505631,-0.007649364,0.00069802627,-0.0017171428,-0.0029966608,0.002429152,0.007175898,-0.002038097,0.002082711,-0.0054477323,-0.0012191422,-0.004292315,0.004286915,-0.003078349,0.0030474346,0.0021440797,0.0038549285,0.0011047199,-0.00033000857,-0.0068661924,0.0012663994,0.00354933,0.0026383717,0.005964402,0.004659746,0.0075475276,0.0047868323,-0.004891265,-0.0026399735,-0.006148899,0.0027121864,-0.003062252,0.00073209964,-0.0073348023,0.00013981573,0.001317611,0.0069931075,-0.0023241006,-0.004901711,-0.0032442398,0.00022705272,0.006875217,-0.002865348,0.004991127,-0.0057241973,-0.00036066212,0.0072383974,-0.0031935032,-0.0046843234,-0.0034543276,-0.005628813,-0.0023408197,-0.0077842567,-0.00087425485,0.00518333,-0.005471781,0.0036585405,-0.005055461,0.0016354546,0.0012858324,-0.0015430488,-0.0011729784,0.0069809705,-0.0067156125,-0.0037536323,-0.007597318,0.007320961,0.002543645,-0.0044814013,-0.0041290075,-0.0032278579,0.0040381383,0.0044863634,0.0024385843,-0.0050152726,-0.004673019,-0.0064097904,-0.0040162783,-0.0051103607,-0.00039851107,0.0053176377,-0.007324349,-0.003098052,0.0059284475,0.0021934882,-0.0005651191,-0.003085209,0.0038118325,-0.002469007,-0.0041637253,-0.0030541644,0.0015098173,0.0031855907,0.0064663384,0.00064180046,-0.0060046986,0.00721105,-0.0015633758,9.5460564e-05,-0.0017117485,-0.0018829014,-0.0018562619,-0.0042704307,-0.00029448234,0.0020411965,0.007009642,-0.006847106,0.001235621,-0.004908668,0.007505946,0.0034658555,-0.0013973843,0.006798813,0.003929088,0.0041618515
miRNA_104,-0.020434061,0.17252387,0.19820777,0.0070688375,0.09385267,-0.36105567,0.15198356,-0.03547089,-0.29073966,0.031610824,0.20523201,-0.2074117,0.031200273,-0.14110765,0.23026904,-0.019139286,0.039776105,-0.072443865,-0.27864477,0.058997374,0.3791892,-0.055368822,0.012143605,-0.201213,-0.25829506,-0.0049642758,-0.17284727,0.26694125,-0.054066166,-0.11089283,-0.013589067,0.1697654,0.031066217,-0.07803755,-0.10645769,0.032865424,0.30220023,0.10221948,-0.1526052,-0.16206324,-0.16385785,0.066979155,-0.12058391,0.07452711,0.2127934,-0.2013386,0.08721429,0.10506742,0.14415391,0.1329583,0.12917705,-0.016574305,-0.18987902,0.22783522,0.15910877,-0.06862405,0.03562835,-0.22303146,0.008335173,0.08816431,0.054630596,-0.013733239,0.15099584,-0.15450469,0.04600954,-0.067621335,-0.12555496,0.18642136,0.0029299548,-0.08707809,-0.069556974,0.0036304176,-0.05781972,-0.12913544,-0.13243027,-0.11419794,-0.07599458,-0.014228603,0.22287773,0.035894543,0.16949856,0.37332532,0.13790387,0.22724678,0.05549742,0.10595666,0.2525321,0.02847829,0.16149968,0.25529382,0.31242326,-0.023171365,-0.07301582,0.12508829,0.14331628,0.1515373,-0.30090815,-0.14300868,0.049900047,0.21838757,-0.3146358,0.14663038,-0.2225132,0.006201247,0.20145655,1.518272e-05,-0.16616334,0.11683171,0.10149847,-0.32826453,-0.13826913,-0.08317134,0.009959568,0.050237577,0.10193754,0.3786645,0.22766782,-0.3099895,-0.06232963,0.10373951,-0.21888408,-0.30226246,-0.1896066,-0.035979304,-0.19875884,0.14313601,-0.06543887,-0.04861581
miRNA_105,-0.06833412,0.08784822,-0.16740485,0.17824066,0.4104198,-0.13420905,0.18423495,0.16858727,0.027231673,0.0828501,0.040403157,0.28557357,0.05401906,-0.2767161,0.048186414,-0.1007724,-0.3965876,0.24291411,0.020543942,0.18890063,0.10565619,0.049297243,0.13742274,-0.31266606,-0.18312334,-0.0013761093,-0.2659975,0.11342842,0.13528454,-0.08124796,0.08768174,-0.021722207,-0.41977996,0.19194354,-0.0032380847,-0.01262308,0.0075074723,0.02637642,-0.05047066,0.2056465,0.25559583,0.35922945,0.014909093,-0.23182175,0.36043558,-0.044097867,-0.029329386,-0.030443227,-0.18765832,0.049064565,0.39808664,-0.060740784,-0.042403907,0.30330282,-0.47664544,-0.1979931,0.020803431,-0.20271172,-0.034002844,-0.1285499,-0.2735185,-0.18571033,0.011765709,0.0191206,0.042695668,-0.022116113,0.03698176,-0.109475404,0.16093129,0.031267647,-0.054999027,0.0704306,-0.062942035,0.13141821,0.032694723,-0.13036022,0.058420733,0.08442654,-0.21452239,0.10002235,0.15868929,0.11903779,0.16202335,0.26212424,0.20763081,0.052070294,0.1225734,0.05206254,0.21551967,0.11772294,0.052389935,0.07240488,0.1281946,-0.13866724,-0.07697525,-0.018122032,0.21115044,-0.37430242,0.08244996,-0.11515418,0.005642628,0.12724978,-0.046406597,-0.08754733,0.08153734,-0.074982665,0.020042587,0.12373215,0.120761186,0.17951328,0.05191812,-0.086934224,-0.090941995,-0.22334462,0.053728987,-0.27975652,0.31589708,-0.10376033,0.06451805,0.039376047,-0.0103594875,-0.14265683,-0.046804957,-0.038107708,-0.11076049,-0.061589606,-0.21568349,0.033994965
